Year,Location,Area,Rainfall,Soil,temperature,Irrigation,Yeilds,Humidity,crop,Demand,Price
2020,West Bengal,39,1754.0,Alluvial,32,Surface,8004.25,40,Cotton,-15.0,47.6
2020,Assam,40,3230.0,Alluvial,38,Surface,49791.18,40,Tea,3.0,170.98
2020,Telangana,24,1071.0,Black,36,Sprinkler,48496.21,35,Paddy,5.0,31.5
2020,Uttar Pradesh,9,681.0,Black,32,Furrow,24321.88,50,Paddy,5.0,28.35
2020,Telangana,26,826.0,Black,27,Sprinkler,34247.1,60,Groundnut,2.0,69.36
2020,West Bengal,16,1999.0,Saline,40,Basin,31066.39,40,Paddy,5.0,27.3
2020,Punjab,10,703.0,Black,36,Furrow,5156.72,40,Cotton,-15.0,47.6
2020,Telangana,48,1149.0,Black,26,Drip,30286.55,45,Cotton,-15.0,54.4
2020,Andhra Pradesh,35,809.0,Red,23,Furrow,58423.28,60,Paddy,5.0,30.45
2020,Chhattisgarh,8,1161.0,Laterite,26,Surface,19133.09,60,Paddy,5.0,28.35
2020,Tamil Nadu,25,1064.0,Laterite,40,Sprinkler,8683.93,50,Cotton,-15.0,51.85
2020,Telangana,23,1055.0,Red,24,Drip,10913.69,45,Cotton,-15.0,54.4
2020,Telangana,10,994.0,Laterite,43,Drip,16285.06,50,Paddy,5.0,31.5
2020,Andhra Pradesh,6,847.0,Black,26,Furrow,10869.84,60,Groundnut,2.0,67.32
2020,Tamil Nadu,1,865.0,Laterite,39,Drip,3033.46,50,Paddy,5.0,29.4
2020,Telangana,41,1181.0,Black,43,Surface,67434.63,35,Paddy,5.0,31.5
2020,Odisha,50,1370.0,Laterite,38,Surface,29661.3,50,Groundnut,2.0,69.36
2020,Chhattisgarh,18,1447.0,Laterite,24,Basin,48178.33,45,Wheat,8.0,27.0
2020,Telangana,10,905.0,Black,27,Sprinkler,5818.39,60,Cotton,-15.0,54.4
2020,Telangana,36,1110.0,Black,33,Drip,72502.48,50,Groundnut,2.0,69.36
2020,Tamil Nadu,11,909.0,Red,27,Sprinkler,4608.84,60,Cotton,-15.0,51.85
2020,West Bengal,36,1886.0,Alluvial,38,Basin,20397.18,40,Greengram,-5.0,86.45
2020,Andhra Pradesh,50,815.0,Black,23,Furrow,40920.64,60,Groundnut,2.0,67.32
2020,Chhattisgarh,45,1493.0,Laterite,36,Basin,82707.87,35,Paddy,5.0,28.35
2020,Assam,43,2244.0,Red,24,Surface,49604.86,60,Tea,3.0,170.98
2020,Punjab,4,653.0,Black,38,Sprinkler,2124.9,40,Cotton,-15.0,47.6
2020,Andhra Pradesh,12,883.0,Red,43,Sprinkler,3384.44,50,Cotton,-15.0,52.7
2020,Andhra Pradesh,32,844.0,Black,43,Drip,23424.55,50,Groundnut,2.0,67.32
2020,Uttar Pradesh,48,852.0,Alluvial,24,Furrow,83203.98,60,Paddy,5.0,28.35
2020,Odisha,34,1283.0,Laterite,38,Basin,55878.59,50,Paddy,5.0,31.5
2020,West Bengal,12,2998.0,Laterite,25,Basin,18173.58,60,Groundnut,2.0,62.22
2020,West Bengal,35,2901.0,Laterite,31,Surface,61551.28,40,Paddy,5.0,27.3
2020,Tamil Nadu,3,835.0,Laterite,34,Drip,2705.8,35,Groundnut,2.0,65.28
2020,Odisha,25,1713.0,Laterite,32,Basin,25999.01,35,Groundnut,2.0,69.36
2020,Assam,36,3380.0,Laterite,32,Basin,77777.95,40,Paddy,5.0,29.4
2020,Assam,40,2253.0,Laterite,40,Surface,43475.3,50,Jute,-10.0,45.9
2020,West Bengal,13,2906.0,Laterite,23,Basin,25228.6,60,Paddy,5.0,27.3
2020,West Bengal,42,1577.0,Laterite,40,Basin,7269.8,40,Cotton,-15.0,47.6
2020,Assam,35,2637.0,Laterite,38,Surface,72891.46,50,Paddy,5.0,29.4
2020,Assam,24,2803.0,Laterite,35,Basin,51952.24,40,Paddy,5.0,29.4
2020,Uttar Pradesh,40,798.0,Alluvial,36,Furrow,98849.06,50,Paddy,5.0,28.35
2020,Telangana,44,1069.0,Black,34,Drip,134790.14,50,Paddy,5.0,31.5
2020,Odisha,33,1474.0,Laterite,24,Surface,71343.99,45,Paddy,5.0,31.5
